S.No,Date,(Node 01) Battery Voltage ,(Node 01) Soil EC,(Node 01) Soil Moisture ,(Node 01) Soil Temperature ,(Node 01) Solar Voltage ,(Node 02) Battery Voltage ,(Node 02) Soil EC,(Node 02) Soil Moisture ,(Node 02) Soil Temperature ,(Node 02) Solar Voltage ,(Node 03) Battery Voltage ,(Node 03) Soil EC,(Node 03) Soil Moisture ,(Node 03) Soil Temperature ,(Node 03) Solar Voltage ,(Node 04) Battery Voltage ,(Node 04) Soil EC,(Node 04) Soil Moisture ,(Node 04) Soil Temperature ,(Node 04) Solar Voltage 
12359,12/14/2022- 10:02:34 PM,,,,,,,,,,,,,,,,4.11,,27.34,,0.05
12360,12/14/2022- 10:37:02 PM,,,,,,,,,,,,,,,,4.1,,27.54,,0.05
12361,12/14/2022- 11:00:04 PM,,,,,,,,,,,,,,,,4.1,222.17,27.34,20.7,0.05
12362,12/14/2022- 11:11:29 PM,,,,,,,,,,,,,,,,4.1,224.61,27.34,20.7,0.05
12363,12/14/2022- 11:56:33 PM,,,,,,,,,,,,,,,,4.09,212.4,27.12,20.73,0.05
12364,12/15/2022- 12:07:57 AM,,,,,,,,,,,,,,,,4.09,225.83,27.37,20.76,0.05
12365,12/15/2022- 12:19:35 AM,,,,,,,,,,,,,,,,4.09,222.17,27.1,20.7,0.05
12366,12/15/2022- 12:30:59 AM,,,,,,,,,,,,,,,,4.09,219.73,27.64,20.59,0.05
12367,12/15/2022- 12:42:24 AM,,,,,,,,,,,,,,,,4.09,219.73,27.34,20.79,0.05
12368,12/15/2022- 12:54:01 AM,,,,,,,,,,,,,,,,4.09,213.62,27.25,20.67,0.05
12369,12/15/2022- 1:05:25 AM,,,,,,,,,,,,,,,,4.09,225.83,27.12,20.53,0.05
12370,12/15/2022- 1:16:49 AM,,,,,,,,,,,,,,,,4.09,220.95,27.2,20.67,0.05
12371,12/15/2022- 1:28:29 AM,,,,,,,,,,,,,,,,4.09,218.51,27.08,20.64,0.05
12372,12/15/2022- 1:39:54 AM,,,,,,,,,,,,,,,,4.09,,27.2,,0.05
12373,12/15/2022- 2:03:00 AM,,,,,,,,,,,,,,,,4.08,,27.22,,0.06
12374,12/15/2022- 2:37:27 AM,,,,,,,,,,,,,,,,4.08,224.61,27.25,20.56,0.06
12375,12/15/2022- 2:48:51 AM,,,,,,,,,,,,,,,,4.08,219.73,27.27,20.35,0.05
12376,12/15/2022- 3:22:30 AM,,,,,,,,,,,,,,,,4.08,219.73,27.15,20.41,0.06
12377,12/15/2022- 3:33:54 AM,,,,,,,,,,,,,,,,4.08,229.49,27.22,20.44,0.06
12378,12/15/2022- 3:45:19 AM,,,,,,,,,,,,,,,,4.08,228.27,27.15,20.56,0.06
12379,12/15/2022- 3:56:57 AM,,,,,,,,,,,,,,,,4.07,219.73,27.25,20.59,0.06
12380,12/15/2022- 4:08:22 AM,,,,,,,,,,,,,,,,4.08,228.27,26.93,20.5,0.06
12381,12/15/2022- 4:19:46 AM,,,,,,,,,,,,,,,,4.07,224.61,27,20.44,0.06
12382,12/15/2022- 4:31:23 AM,,,,,,,,,,,,,,,,4.07,224.61,26.98,20.44,0.05
12383,12/15/2022- 4:42:47 AM,,,,,,,,,,,,,,,,4.07,219.73,26.95,20.38,0.06
12384,12/15/2022- 5:17:15 AM,,,,,,,,,,,,,,,,4.07,217.29,27.15,20.41,0.06
12385,12/15/2022- 5:28:52 AM,,,,,,,,,,,,,,,,4.07,218.51,27.15,20.32,0.06
12386,12/15/2022- 5:40:17 AM,,,,,,,,,,,,,,,,4.07,218.51,27.1,20.29,0.06
12387,12/15/2022- 6:03:21 AM,,,,,,,,,,,,,,,,4.07,220.95,27.32,20.26,0.48
12388,12/15/2022- 6:14:45 AM,,,,,,,,,,,,,,,,4.07,217.29,27,20.26,2.34
12389,12/15/2022- 6:25:20 AM,,,,,,,,,,,,,,,,4.07,227.05,27.05,20.09,3.75
12390,12/15/2022- 6:36:45 AM,,,,,,,,,,,,,,,,4.07,230.71,27.08,20.26,3.97
12391,12/15/2022- 6:48:09 AM,,,,,,,,,,,,,,,,4.07,223.39,27,20.32,3.99
12392,12/15/2022- 6:59:48 AM,,,,,,,,,,,,,,,,4.07,223.39,27.03,20.26,4.03
12393,12/15/2022- 7:11:13 AM,,,,,,,,,,,,,,,,4.08,220.95,26.95,20.26,4.06
12394,12/15/2022- 7:22:50 AM,,,,,,,,,,,,,,,,4.09,212.4,27.03,20.21,4.08
12395,12/15/2022- 7:34:15 AM,,,,,,,,,,,,,,,,4.09,218.51,27.42,20.26,4.08
12396,12/15/2022- 7:45:39 AM,,,,,,,,,,,,,,,,4.1,214.84,26.95,20.21,4.1
12397,12/15/2022- 7:57:16 AM,,,,,,,,,,,,,,,,4.1,218.51,27.05,20.15,4.1
12398,12/15/2022- 8:31:42 AM,,,,,,,,,,,,,,,,4.14,222.17,27.1,20,4.32
12399,12/15/2022- 8:43:07 AM,,,,,,,,,,,,,,,,4.16,225.83,27.2,20.18,4.3
12400,12/15/2022- 8:54:45 AM,,,,,,,,,,,,,,,,4.2,219.73,27.17,20.26,4.26
12401,12/15/2022- 9:06:10 AM,,,,,,,,,,,,,,,,4.2,223.39,26.95,20.23,4.36
12402,12/15/2022- 9:17:34 AM,,,,,,,,,,,,,,,,4.2,220.95,27.03,20.12,4.31
12403,12/15/2022- 9:29:13 AM,,,,,,,,,,,,,,,,4.2,216.06,27.22,20.09,4.39
12404,12/15/2022- 9:40:37 AM,,,,,,,,,,,,,,,,4.22,220.95,27.03,20.09,4.29
12405,12/15/2022- 9:52:01 AM,,,,,,,,,,,,,,,,4.22,222.17,27.03,20.21,4.3
12406,12/15/2022- 10:03:38 AM,,,,,,,,,,,,,,,,4.22,220.95,27.22,20.12,5
12407,12/15/2022- 10:15:03 AM,,,,,,,,,,,,,,,,4.22,219.73,26.98,20.03,5
12408,12/15/2022- 10:26:41 AM,,,,,,,,,,,,,,,,4.2,228.27,26.95,20.15,5
12409,12/15/2022- 10:38:06 AM,,,,,,,,,,,,,,,,4.2,218.51,26.71,20.18,5
12410,12/15/2022- 10:49:30 AM,,,,,,,,,,,,,,,,4.2,224.61,27.2,20.09,5
12411,12/15/2022- 11:01:09 AM,,,,,,,,,,,,,,,,4.22,224.61,26.9,20.09,5
12412,12/15/2022- 11:12:33 AM,,,,,,,,,,,,,,,,4.2,213.62,26.88,19.97,5
12413,12/15/2022- 11:48:04 AM,,,,,,,,,,,,,,,,4.21,,27.05,,5
12414,12/15/2022- 11:59:43 AM,,,,,,,,,,,,,,,,4.21,,27.2,,5
12415,12/15/2022- 12:57:11 PM,,,,,,,,,,,,,,,,4.21,222.17,26.86,20.35,5
12416,12/15/2022- 1:08:35 PM,,,,,,,,,,,,,,,,4.21,218.51,26.95,20.29,5
12417,12/15/2022- 1:31:39 PM,,,,,,,,,,,,,,,,4.22,,26.9,,4.3
12418,12/15/2022- 2:17:52 PM,,,,,,,,,,,,,,,,4.21,220.95,27.2,20.73,5
12419,12/15/2022- 2:29:30 PM,,,,,,,,,,,,,,,,4.23,219.73,27.08,20.79,4.37
12420,12/15/2022- 3:03:58 PM,,,,,,,,,,,,,,,,4.22,219.73,27.15,20.97,4.4
12421,12/15/2022- 3:15:22 PM,,,,,,,,,,,,,,,,4.22,219.73,26.86,21,4.29
12422,12/15/2022- 3:26:47 PM,,,,,,,,,,,,,,,,4.21,223.39,27.05,21.11,4.2
12423,12/15/2022- 3:38:24 PM,,,,,,,,,,,,,,,,4.22,218.51,27.1,20.88,4.19
12424,12/15/2022- 3:49:49 PM,,,,,,,,,,,,,,,,4.22,218.51,27.17,20.85,4.17
12425,12/15/2022- 4:01:27 PM,,,,,,,,,,,,,,,,4.23,219.73,27.08,21.14,4.16
12426,12/15/2022- 4:12:52 PM,,,,,,,,,,,,,,,,4.22,217.29,27.12,21.08,4.13
12427,12/15/2022- 4:24:16 PM,,,,,,,,,,,,,,,,4.21,217.29,27.03,21.05,4.1
12428,12/15/2022- 4:35:54 PM,,,,,,,,,,,,,,,,4.2,216.06,27.12,21.05,4.02
12429,12/15/2022- 4:47:19 PM,,,,,,,,,,,,,,,,4.19,223.39,26.88,21.14,3.09
12430,12/15/2022- 4:58:57 PM,,,,,,,,,,,,,,,,4.18,222.17,26.76,21.11,1.23
12431,12/15/2022- 5:10:22 PM,,,,,,,,,,,,,,,,4.17,214.84,26.86,21.14,0.13
12432,12/15/2022- 5:21:47 PM,,,,,,,,,,,,,,,,4.17,217.29,27.05,21.26,0.05
12433,12/15/2022- 5:33:29 PM,,,,,,,,,,,,,,,,4.16,217.29,27.05,21.29,0.04
12434,12/15/2022- 5:44:54 PM,,,,,,,,,,,,,,,,4.16,223.39,27.03,21.23,0.04
12435,12/15/2022- 5:56:18 PM,,,,,,,,,,,,,,,,4.15,217.29,27.08,21.26,0.04
12436,12/15/2022- 6:19:22 PM,,,,,,,,,,,,,,,,4.14,220.95,26.83,21.32,0.04
12437,12/15/2022- 6:31:00 PM,,,,,,,,,,,,,,,,4.14,224.61,27.05,21.38,0.05
12438,12/15/2022- 6:42:25 PM,,,,,,,,,,,,,,,,4.14,218.51,27.03,21.32,0.05
12439,12/15/2022- 6:53:50 PM,,,,,,,,,,,,,,,,4.13,220.95,26.98,21.2,0.04
12440,12/15/2022- 7:05:27 PM,,,,,,,,,,,,,,,,4.14,220.95,26.95,21.11,0.04
12441,12/15/2022- 7:16:52 PM,,,,,,,,,,,,,,,,4.13,216.06,26.93,21.14,0.05
12442,12/15/2022- 7:28:17 PM,,,,,,,,,,,,,,,,4.13,218.51,26.95,21.32,0.05
12443,12/15/2022- 7:38:53 PM,,,,,,,,,,,,,,,,4.13,218.51,27,21.2,0.05
12444,12/15/2022- 7:51:19 PM,,,,,,,,,,,,,,,,4.12,218.51,27.1,21.32,0.05
12445,12/15/2022- 8:01:55 PM,,,,,,,,,,,,,,,,4.12,216.06,26.98,21.11,0.05
12446,12/15/2022- 8:13:20 PM,,,,,,,,,,,,,,,,4.12,216.06,26.81,21.17,0.05
12447,12/15/2022- 8:24:45 PM,,,,,,,,,,,,,,,,4.12,217.29,27.17,21.05,0.05
12448,12/15/2022- 8:36:24 PM,,,,,,,,,,,,,,,,4.12,213.62,27.03,21.03,0.05
12449,12/15/2022- 8:47:49 PM,,,,,,,,,,,,,,,,4.12,212.4,27.1,21.2,0.05
12450,12/15/2022- 8:59:14 PM,,,,,,,,,,,,,,,,4.12,211.18,26.86,21.2,0.05
12451,12/15/2022- 9:10:55 PM,,,,,,,,,,,,,,,,4.11,216.06,26.88,21.29,0.05
12452,12/15/2022- 9:22:20 PM,,,,,,,,,,,,,,,,4.11,213.62,26.83,21.2,0.05
12453,12/15/2022- 9:45:23 PM,,,,,,,,,,,,,,,,4.11,217.29,26.66,21.17,0.05
12454,12/15/2022- 9:56:48 PM,,,,,,,,,,,,,,,,4.11,213.62,26.95,21.2,0.05
12455,12/15/2022- 10:08:26 PM,,,,,,,,,,,,,,,,4.11,216.06,26.88,21.05,0.05
12456,12/15/2022- 10:31:38 PM,,,,,,,,,,,,,,,,4.11,213.62,26.95,21.17,0.05
12457,12/15/2022- 10:43:15 PM,,,,,,,,,,,,,,,,4.1,224.61,26.83,21.2,0.05
12458,12/15/2022- 10:54:40 PM,,,,,,,,,,,,,,,,4.1,214.84,26.86,21.05,0.05
12459,12/15/2022- 11:05:18 PM,,,,,,,,,,,,,,,,4.1,217.29,26.9,21.2,0.05
12460,12/15/2022- 11:16:42 PM,,,,,,,,,,,,,,,,4.1,225.83,27.08,21.11,0.05
12461,12/15/2022- 11:28:06 PM,,,,,,,,,,,,,,,,4.1,,26.76,,0.05
12462,12/15/2022- 11:39:45 PM,,,,,,,,,,,,,,,,4.1,216.06,26.78,21.17,0.05
12463,12/15/2022- 11:51:09 PM,,,,,,,,,,,,,,,,4.1,217.29,26.88,21,0.05
12464,12/16/2022- 12:02:34 AM,,,,,,,,,,,,,,,,4.09,219.73,26.86,21.08,0.05
12465,12/16/2022- 12:14:34 AM,,,,,,,,,,,,,,,,4.1,212.4,26.66,21.08,0.05
12466,12/16/2022- 1:12:06 AM,,,,,,,,,,,,,,,,4.09,,26.88,,0.06
12467,12/16/2022- 1:46:34 AM,,,,,,,,,,,,,,,,4.09,,26.78,,0.06
12468,12/16/2022- 2:43:18 AM,,,,,,,,,,,,,,,,4.08,216.06,26.88,20.94,0.06
12469,12/16/2022- 2:54:43 AM,,,,,,,,,,,,,,,,4.08,216.06,26.71,21.14,0.06
12470,12/16/2022- 3:06:21 AM,,,,,,,,,,,,,,,,4.08,211.18,26.71,20.88,0.06
12471,12/16/2022- 3:17:45 AM,,,,,,,,,,,,,,,,4.08,219.73,26.66,20.79,0.06
12472,12/16/2022- 3:29:09 AM,,,,,,,,,,,,,,,,4.08,214.84,26.83,20.85,0.06
12473,12/16/2022- 3:40:48 AM,,,,,,,,,,,,,,,,4.08,222.17,26.78,20.76,0.06
12474,12/16/2022- 4:15:16 AM,,,,,,,,,,,,,,,,4.07,223.39,26.83,20.82,0.06
12475,12/16/2022- 4:26:40 AM,,,,,,,,,,,,,,,,4.08,218.51,26.81,20.82,0.06
12476,12/16/2022- 4:37:17 AM,,,,,,,,,,,,,,,,4.07,,26.66,,0.06
12477,12/16/2022- 4:49:44 AM,,,,,,,,,,,,,,,,4.07,217.29,26.9,20.85,0.06
12478,12/16/2022- 5:01:09 AM,,,,,,,,,,,,,,,,4.07,217.29,26.86,20.7,0.06
12479,12/16/2022- 5:11:44 AM,,,,,,,,,,,,,,,,4.07,219.73,26.73,20.64,0.06
12480,12/16/2022- 5:23:09 AM,,,,,,,,,,,,,,,,4.07,213.62,26.64,20.7,0.06
12481,12/16/2022- 5:34:34 AM,,,,,,,,,,,,,,,,4.07,211.18,26.78,20.67,0.06
12482,12/16/2022- 5:46:12 AM,,,,,,,,,,,,,,,,4.07,217.29,26.61,20.67,0.08
12483,12/16/2022- 5:57:36 AM,,,,,,,,,,,,,,,,4.07,209.96,26.66,20.59,0.22
12484,12/16/2022- 6:09:15 AM,,,,,,,,,,,,,,,,4.07,216.06,26.76,20.47,1.61
12485,12/16/2022- 6:20:40 AM,,,,,,,,,,,,,,,,4.06,212.4,26.68,20.62,3.37
12486,12/16/2022- 6:32:04 AM,,,,,,,,,,,,,,,,4.07,212.4,26.61,20.59,3.93
12487,12/16/2022- 6:43:43 AM,,,,,,,,,,,,,,,,4.07,212.4,26.9,20.73,3.97
12488,12/16/2022- 6:55:07 AM,,,,,,,,,,,,,,,,4.07,214.84,26.86,20.64,4
12489,12/16/2022- 7:06:32 AM,,,,,,,,,,,,,,,,4.07,212.4,26.83,20.5,4.02
12490,12/16/2022- 7:29:55 AM,,,,,,,,,,,,,,,,4.08,209.96,26.68,20.5,4.09
12491,12/16/2022- 7:40:32 AM,,,,,,,,,,,,,,,,4.09,211.18,26.59,20.53,4.12
12492,12/16/2022- 7:51:56 AM,,,,,,,,,,,,,,,,4.1,203.86,26.46,20.62,4.19
12493,12/16/2022- 8:03:20 AM,,,,,,,,,,,,,,,,4.12,218.51,26.78,20.62,4.22
12494,12/16/2022- 8:14:57 AM,,,,,,,,,,,,,,,,4.14,211.18,26.64,20.38,4.31
12495,12/16/2022- 8:50:01 AM,,,,,,,,,,,,,,,,4.19,211.18,26.76,20.62,4.42
12496,12/16/2022- 9:01:30 AM,,,,,,,,,,,,,,,,4.2,208.74,26.83,20.47,4.35
12497,12/16/2022- 9:13:09 AM,,,,,,,,,,,,,,,,4.2,213.62,26.59,20.62,4.33
12498,12/16/2022- 9:24:33 AM,,,,,,,,,,,,,,,,4.21,214.84,26.59,20.56,4.28
12499,12/16/2022- 9:46:54 AM,,,,,,,,,,,,,,,,4.22,214.84,26.54,20.5,4.3
12500,12/16/2022- 9:58:39 AM,,,,,,,,,,,,,,,,4.22,216.06,26.61,20.38,5
12501,12/16/2022- 10:10:04 AM,,,,,,,,,,,,,,,,4.23,218.51,26.81,20.32,5
12502,12/16/2022- 10:21:42 AM,,,,,,,,,,,,,,,,4.22,207.52,26.68,20.21,5
12503,12/16/2022- 10:33:07 AM,,,,,,,,,,,,,,,,4.2,216.06,26.73,20.38,5
12504,12/16/2022- 10:56:31 AM,,,,,,,,,,,,,,,,4.2,223.39,26.66,20.38,5
12505,12/16/2022- 11:07:56 AM,,,,,,,,,,,,,,,,4.2,218.51,26.71,20.38,5
12506,12/16/2022- 11:19:41 AM,,,,,,,,,,,,,,,,4.2,219.73,26.59,20.5,5
12507,12/16/2022- 11:31:26 AM,,,,,,,,,,,,,,,,4.2,208.74,26.9,20.41,5
12508,12/16/2022- 11:42:52 AM,,,,,,,,,,,,,,,,4.2,212.4,26.42,20.5,5
12509,12/16/2022- 1:26:27 PM,,,,,,,,,,,,,,,,4.22,216.06,26.49,20.7,5
12510,12/16/2022- 1:38:59 PM,,,,,,,,,,,,,,,,4.23,,26.64,,5
12511,12/16/2022- 1:49:36 PM,,,,,,,,,,,,,,,,4.21,209.96,26.34,20.73,5
12512,12/16/2022- 2:02:02 PM,,,,,,,,,,,,,,,,4.21,208.74,26.83,21.08,5
12513,12/16/2022- 2:13:27 PM,,,,,,,,,,,,,,,,4.21,219.73,26.76,20.91,5
12514,12/16/2022- 2:25:05 PM,,,,,,,,,,,,,,,,4.21,213.62,26.73,20.97,5
12515,12/16/2022- 2:36:32 PM,,,,,,,,,,,,,,,,4.21,209.96,26.64,21.2,5
12516,12/16/2022- 2:58:52 PM,,,,,,,,,,,,,,,,4.23,208.74,26.78,21.2,4.39
12517,12/16/2022- 3:21:57 PM,,,,,,,,,,,,,,,,4.22,209.96,26.78,21.14,4.4
12518,12/16/2022- 3:34:24 PM,,,,,,,,,,,,,,,,4.21,,26.54,,4.18
12519,12/16/2022- 4:20:22 PM,,,,,,,,,,,,,,,,4.22,214.84,26.46,21.49,4.13
12520,12/16/2022- 5:29:23 PM,,,,,,,,,,,,,,,,4.17,208.74,26.54,21.9,0.04
12521,12/16/2022- 5:40:05 PM,,,,,,,,,,,,,,,,4.16,213.62,26.49,21.7,0.04
12522,12/16/2022- 5:51:44 PM,,,,,,,,,,,,,,,,4.16,207.52,26.46,21.79,0.04
12523,12/16/2022- 6:03:29 PM,,,,,,,,,,,,,,,,4.15,211.18,26.86,21.85,0.04
12524,12/16/2022- 6:14:58 PM,,,,,,,,,,,,,,,,4.15,206.3,26.71,21.93,0.04
12525,12/16/2022- 6:25:53 PM,,,,,,,,,,,,,,,,4.15,207.52,26.49,21.82,0.04
12526,12/16/2022- 6:37:19 PM,,,,,,,,,,,,,,,,4.14,,26.59,,0.05
12527,12/16/2022- 6:49:46 PM,,,,,,,,,,,,,,,,4.14,208.74,26.59,21.76,0.04
12528,12/16/2022- 7:00:22 PM,,,,,,,,,,,,,,,,4.14,213.62,26.61,21.87,0.04
12529,12/16/2022- 7:11:47 PM,,,,,,,,,,,,,,,,4.14,211.18,26.56,21.93,0.05
12530,12/16/2022- 7:23:25 PM,,,,,,,,,,,,,,,,4.13,208.74,26.56,22.05,0.05
12531,12/16/2022- 7:34:50 PM,,,,,,,,,,,,,,,,4.13,206.3,26.68,21.93,0.05
12532,12/16/2022- 7:46:14 PM,,,,,,,,,,,,,,,,4.13,198.97,26.66,21.87,0.05
12533,12/16/2022- 7:57:53 PM,,,,,,,,,,,,,,,,4.13,201.42,26.59,21.99,0.05
12534,12/16/2022- 8:09:18 PM,,,,,,,,,,,,,,,,4.12,205.08,26.46,21.9,0.05
12535,12/16/2022- 8:20:43 PM,,,,,,,,,,,,,,,,4.12,206.3,26.54,21.82,0.05
12536,12/16/2022- 8:55:24 PM,,,,,,,,,,,,,,,,4.12,213.62,26.54,21.82,0.05
12537,12/16/2022- 9:07:09 PM,,,,,,,,,,,,,,,,4.11,217.29,26.61,21.93,0.05
12538,12/16/2022- 9:18:34 PM,,,,,,,,,,,,,,,,4.11,209.96,26.54,21.93,0.05
12539,12/16/2022- 9:30:12 PM,,,,,,,,,,,,,,,,4.11,214.84,26.51,21.76,0.05
12540,12/16/2022- 9:41:36 PM,,,,,,,,,,,,,,,,4.11,212.4,26.51,21.93,0.05
12541,12/16/2022- 10:04:16 PM,,,,,,,,,,,,,,,,4.11,212.4,26.71,21.79,0.05
12542,12/16/2022- 10:16:02 PM,,,,,,,,,,,,,,,,4.11,207.52,26.64,21.58,0.05
12543,12/16/2022- 10:27:41 PM,,,,,,,,,,,,,,,,4.11,212.4,26.66,21.46,0.05
12544,12/16/2022- 10:39:06 PM,,,,,,,,,,,,,,,,4.1,208.74,26.37,21.76,0.05
12545,12/16/2022- 10:50:31 PM,,,,,,,,,,,,,,,,4.1,,26.56,,0.05
12546,12/16/2022- 11:01:05 PM,,,,,,,,,,,,,,,,4.1,,26.56,,0.05
12547,12/16/2022- 11:24:57 PM,,,,,,,,,,,,,,,,4.1,,26.37,,0.05
12548,12/17/2022- 12:10:21 AM,,,,,,,,,,,,,,,,4.09,206.3,26.34,21.49,0.05
12549,12/17/2022- 12:21:46 AM,,,,,,,,,,,,,,,,4.09,209.96,26.49,21.46,0.05
12550,12/17/2022- 12:33:23 AM,,,,,,,,,,,,,,,,4.09,212.4,26.54,21.55,0.05
12551,12/17/2022- 12:44:48 AM,,,,,,,,,,,,,,,,4.09,207.52,26.39,21.55,0.05
12552,12/17/2022- 12:56:12 AM,,,,,,,,,,,,,,,,4.09,208.74,26.46,21.61,0.05
12553,12/17/2022- 1:07:50 AM,,,,,,,,,,,,,,,,4.09,213.62,26.32,21.44,0.05
12554,12/17/2022- 1:19:14 AM,,,,,,,,,,,,,,,,4.09,205.08,26.34,21.38,0.05
12555,12/17/2022- 1:30:51 AM,,,,,,,,,,,,,,,,4.09,206.3,26.64,21.29,0.05
12556,12/17/2022- 1:42:15 AM,,,,,,,,,,,,,,,,4.09,207.52,26.22,21.26,0.05
12557,12/17/2022- 1:53:40 AM,,,,,,,,,,,,,,,,4.09,205.08,26.39,21.41,0.05
12558,12/17/2022- 2:05:19 AM,,,,,,,,,,,,,,,,4.09,207.52,26.29,21.2,0.05
12559,12/17/2022- 2:16:43 AM,,,,,,,,,,,,,,,,4.09,211.18,26.59,21.14,0.05
12560,12/17/2022- 2:28:08 AM,,,,,,,,,,,,,,,,4.09,206.3,26.59,21.26,0.05
12561,12/17/2022- 2:39:46 AM,,,,,,,,,,,,,,,,4.08,208.74,26.32,21.2,0.05
12562,12/17/2022- 3:01:44 AM,,,,,,,,,,,,,,,,4.08,213.62,26.49,21.2,0.05
12563,12/17/2022- 3:36:11 AM,,,,,,,,,,,,,,,,4.08,207.52,26.59,21.11,0.06
12564,12/17/2022- 3:47:35 AM,,,,,,,,,,,,,,,,4.08,207.52,26.34,21.2,0.05
12565,12/17/2022- 3:58:59 AM,,,,,,,,,,,,,,,,4.08,207.52,26.17,21.03,0.06
12566,12/17/2022- 4:10:37 AM,,,,,,,,,,,,,,,,4.08,205.08,26.2,21.17,0.05
12567,12/17/2022- 4:22:02 AM,,,,,,,,,,,,,,,,4.08,212.4,26.71,21,0.05
12568,12/17/2022- 4:33:41 AM,,,,,,,,,,,,,,,,4.07,214.84,26.34,21.14,0.06
12569,12/17/2022- 4:45:05 AM,,,,,,,,,,,,,,,,4.07,211.18,26.27,21.05,0.05
12570,12/17/2022- 5:54:19 AM,,,,,,,,,,,,,,,,4.07,206.3,26.15,20.88,0.1
12571,12/17/2022- 6:39:23 AM,,,,,,,,,,,,,,,,4.07,206.3,26.2,20.85,3.96
12572,12/17/2022- 6:50:50 AM,,,,,,,,,,,,,,,,4.07,208.74,26.15,20.76,3.99
12573,12/17/2022- 7:02:27 AM,,,,,,,,,,,,,,,,4.07,208.74,26.37,20.85,4.01
12574,12/17/2022- 7:13:51 AM,,,,,,,,,,,,,,,,4.07,208.74,26.29,20.76,4.03
12575,12/17/2022- 7:25:17 AM,,,,,,,,,,,,,,,,4.08,206.3,26.22,20.85,4.07
12576,12/17/2022- 7:36:56 AM,,,,,,,,,,,,,,,,4.1,211.18,26.56,20.82,4.14
12577,12/17/2022- 7:48:21 AM,,,,,,,,,,,,,,,,4.11,211.18,26.05,21,4.18
12578,12/17/2022- 7:59:45 AM,,,,,,,,,,,,,,,,4.12,208.74,26.25,20.73,4.21
12579,12/17/2022- 8:11:23 AM,,,,,,,,,,,,,,,,4.14,208.74,26.25,20.64,4.26
12580,12/17/2022- 8:22:48 AM,,,,,,,,,,,,,,,,4.17,212.4,26,21,4.31
12581,12/17/2022- 8:34:27 AM,,,,,,,,,,,,,,,,4.21,217.29,26.27,20.7,4.29
12582,12/17/2022- 8:45:51 AM,,,,,,,,,,,,,,,,4.19,211.18,26.05,20.73,4.38
12583,12/17/2022- 8:57:16 AM,,,,,,,,,,,,,,,,4.2,208.74,26.32,20.67,4.3
12584,12/17/2022- 9:08:54 AM,,,,,,,,,,,,,,,,4.21,206.3,26.17,20.79,4.28
12585,12/17/2022- 9:20:19 AM,,,,,,,,,,,,,,,,4.22,203.86,26.27,20.82,4.29
12586,12/17/2022- 9:31:44 AM,,,,,,,,,,,,,,,,4.22,205.08,26.39,20.64,4.3
12587,12/17/2022- 9:54:47 AM,,,,,,,,,,,,,,,,4.22,211.18,26.2,20.56,5
12588,12/17/2022- 10:17:52 AM,,,,,,,,,,,,,,,,4.2,205.08,26.29,20.7,5
12589,12/17/2022- 10:29:17 AM,,,,,,,,,,,,,,,,4.2,205.08,26.34,20.79,5
12590,12/17/2022- 10:40:55 AM,,,,,,,,,,,,,,,,4.2,205.08,26.07,20.59,5
12591,12/17/2022- 11:16:25 AM,,,,,,,,,,,,,,,,4.2,196.53,26.2,20.73,5
12592,12/17/2022- 11:27:50 AM,,,,,,,,,,,,,,,,4.2,207.52,26.1,20.88,5
12593,12/17/2022- 11:39:29 AM,,,,,,,,,,,,,,,,4.2,201.42,26,21.03,5
12594,12/17/2022- 11:50:54 AM,,,,,,,,,,,,,,,,4.2,205.08,26.15,20.73,5
12595,12/17/2022- 12:02:19 PM,,,,,,,,,,,,,,,,4.2,209.96,26.12,20.85,5
12596,12/17/2022- 12:13:57 PM,,,,,,,,,,,,,,,,4.2,202.64,25.98,20.79,5
12597,12/17/2022- 12:25:21 PM,,,,,,,,,,,,,,,,4.2,208.74,26.12,20.76,5
12598,12/17/2022- 12:37:01 PM,,,,,,,,,,,,,,,,4.2,208.74,26.17,20.62,5
12599,12/17/2022- 1:11:30 PM,,,,,,,,,,,,,,,,4.2,208.74,26.03,20.94,5
12600,12/17/2022- 1:22:54 PM,,,,,,,,,,,,,,,,4.2,205.08,26.03,21.23,5
12601,12/17/2022- 1:34:19 PM,,,,,,,,,,,,,,,,4.22,198.97,26,21.08,5
12602,12/17/2022- 1:45:57 PM,,,,,,,,,,,,,,,,4.23,219.73,26.2,21.32,5
12603,12/17/2022- 1:57:22 PM,,,,,,,,,,,,,,,,4.21,208.74,26.03,21.14,5
12604,12/17/2022- 2:20:25 PM,,,,,,,,,,,,,,,,4.21,,26.32,,5
12605,12/17/2022- 2:32:52 PM,,,,,,,,,,,,,,,,4.21,205.08,26.12,21.41,5
12606,12/17/2022- 2:44:31 PM,,,,,,,,,,,,,,,,4.21,205.08,25.98,21.44,5
12607,12/17/2022- 2:55:56 PM,,,,,,,,,,,,,,,,4.21,196.53,26.32,21.35,5
12608,12/17/2022- 3:07:34 PM,,,,,,,,,,,,,,,,4.22,198.97,26.25,21.52,4.4
12609,12/17/2022- 3:18:58 PM,,,,,,,,,,,,,,,,4.22,203.86,25.98,21.67,4.41
12610,12/17/2022- 3:30:23 PM,,,,,,,,,,,,,,,,4.21,212.4,26.07,21.76,4.18
12611,12/17/2022- 3:42:01 PM,,,,,,,,,,,,,,,,4.23,202.64,26.25,21.67,4.18
